NAME,PER (orbital period) ,ECC ( e or g =ecentricity),A (semi major axis),MASS,R (radius of the planet),I (inclenation idk)
,s,,au,kg,au,deg
Kepler-107 d,687588.7392,,0.0780099,7.048619958E+024,4.5619291888929E-05,
Kepler-1049 b,282827.007936,0,0.0344721,4.657681983E+024,4.06209976069199E-05,
Kepler-813 b,1652786.499168,0,0.13761,3.032166939E+025,9.12777710931964E-05,
Kepler-427 b,889141.8816,0,0.091351,5.50623E+026,0.000587809730077,89.5
Kepler-1056 b,2375620.3584,0,0.185149,5.150432607E+025,0.000128553510074,
Kepler-1165 b,818944.3008,0,0.0912977,2.199511041E+025,6.59493843500582E-05,
Kepler-1104 b,435221.00496,0,0.0627651,1.1568456321E+025,5.25683498442493E-05,
WASP-14 b,193860.1728,0.091,0.0367693,1.4605445958E+028,0.000612182328641,84.32
Kepler-50 b,675001.07136,,0.0825598,3.131241105E+025,9.37131193732537E-05,
NN Ser d,225072000,0.05,3.70596,1.2201444927E+027,,
WASP-105 b,680216.832,0,0.0745473,3.340231014E+027,0.000468856634367,89.7
GJ 625 b,1263859.2,0.13,0.0783624,1.695444165E+025,,
Kepler-1279 b,2028448.23264,0,0.170989,2.449854636E+025,7.45514779609353E-05,
Kepler-1599 b,10572210.9792,0,0.48075,2.294028327E+025,6.92946429765104E-05,
Kepler-20 b,319344.93216,0,0.0453704,5.062807602E+025,8.13600350539446E-05,86.5
HAT-P-27 b,262619.4528,0,0.0399488,1.1724187695E+027,0.000487451971283,85
Kepler-181 b,271112.2272,,0.0419466,1.2803902437E+025,5.41463561277557E-05,
HD 116029 b,57888000,0,1.64869,3.62177025E+027,,
Kepler-207 b,139265.136,,0.0269045,2.227080165E+025,6.6936713538951E-05,
Kepler-1156 b,1027745.721504,0,0.101981,1.4703001164E+025,5.63915025601947E-05,
Kepler-1512 b,1759080.325536,0,0.13139,9.848955627E+024,5.01788793967834E-05,
Kepler-787 b,80206.0272,0,0.0161327,1.3075473498E+025,5.4479926202222E-05,
Kepler-528 b,1709248.96656,0,0.143629,2.938959756E+025,8.88883006457306E-05,
HD 219828 b,331214.39136,0,0.0515012,1.1813426595E+026,,
Kepler-480 b,425052.04032,0,0.0609811,4.433730318E+025,0.000118517734194,
Kepler-1567 b,13303835.5392,0,0.5527,4.311131259E+025,0.000116606157836,
HD 3167 b,82912.9824,0,0.0181491,3.01722417E+025,,83.4
Kepler-1390 b,559890.725472,0,0.0675681,9.848955627E+024,5.01788793967834E-05,
Kepler-1642 b,1054576.91232,0,0.0994208,5.786630016E+025,0.000136199815506,
Kepler-11 c,1125282.24,0.0256125,0.106909,1.7324441319E+025,0.000122252954398,89.59
Kepler-871 b,1904765.91552,0,0.159318,8.307211227E+025,0.000159616625891,
Kepler-1131 b,305192.835936,0,0.0458416,2.253130329E+025,6.78609607080309E-05,
Kepler-705 b,4843243.04832,0,0.231978,2.975775549E+025,8.98440888247169E-05,
HD 1237 b,11552544.864,0.511,0.494668,6.40773276E+027,,
WASP-21 b,373462.4448,0,0.0521087,5.701264464E+026,0.000511346675758,88.75
Kepler-284 c,3241248.9984,,0.219317,3.990915504E+025,0.000111277160844,
Kepler-186 c,627894.8928,0.03,0.0574114,1.2089117835E+025,5.32460036631506E-05,
HD 4308 b,1344384,0,0.119192,9.063938112E+025,,
Kepler-239 b,1016327.6064,,0.101225,3.377293638E+025,9.93393664888568E-05,
Kepler-651 b,1847682.581184,0,0.146649,3.447051876E+025,0.000100835652883,
Kepler-80 f,85258.401984,0,0.017386,1.1568456321E+025,5.25683498442493E-05,
Kepler-1217 b,175592.886048,0,0.0320163,2.797506606E+025,8.50651479297852E-05,
Kepler-895 b,242459.337312,0,0.0337283,2.186258115E+025,6.5471490260565E-05,
Kepler-628 b,1335576.09888,0,0.121444,4.621226943E+026,0.00035794267303,
Kepler-408 b,212977.728,,0.0366405,1.3284349485E+024,3.58917576972954E-05,
Kepler-174 b,1208026.656,,0.113583,2.74438098E+025,8.35640825946871E-05,
Kepler-440 b,8736025.824,0,0.353207,2.600174715E+025,7.9301267316408E-05,89.93
Kepler-403 d,1176041.487456,0,0,1.8821205516E+025,6.06925493656332E-05,
K2-6 b,2673613.44,,0.19095,4.049623308E+025,0.000112293641573,89.42
Kepler-224 d,980587.5552,,0.0988375,3.319136457E+025,9.80600440112836E-05,
Kepler-389 c,1253787.552,,0.116434,2.046893535E+025,6.2246660944665E-05,
Kepler-674 b,193828.19184,0,0.0282874,2.377798971E+025,7.21620075134694E-05,
Kepler-1047 c,275527.527264,0,0.0435026,5.271607641E+024,4.20546798753994E-05,
Kepler-1247 b,1184734.264032,0,0.106621,3.380179662E+025,9.94019706145804E-05,
Kepler-1210 b,697355.199072,0,0.0771394,2.392039221E+025,7.26399016029626E-05,
Kepler-254 c,1072412.6112,,0.104915,3.047622357E+025,9.16648653056859E-05,
Kepler-236 c,2070846.1728,,0.162691,2.804854575E+025,8.52696866000882E-05,
WASP-25 b,325280.88,0,0.0473714,1.098340989E+027,0.000583030789182,88
Kepler-186 d,1152834.8544,0.03,0.0860831,1.7750300742E+025,5.96364034278533E-05,
Kepler-1646 b,387554.442912,0,0.0330793,1.1568456321E+025,5.25683498442493E-05,
HATS-11 b,312695.71776,0,0.0461455,1.6075628355E+027,0.00073622451851,89.03
HD 24040 b,316915200,0.04,4.92406,7.636362543E+027,,
Kepler-359 c,4984244.928,,0.292189,1.1540089743E+026,0.000183329730611,
Kepler-211 c,521894.88,,0.0649112,1.3505301204E+025,5.49989191834115E-05,
Kepler-967 b,1142824.359456,0,0.103279,3.424571268E+025,0.000100357758794,
Kepler-1574 b,599826.24576,0,0.0726189,1.3470934734E+025,5.49578202917151E-05,
Kepler-1157 b,385122.093696,0,0.0483728,7.459897365E+024,4.6355726680838E-05,
Kepler-549 b,3710842.40736,0,0.230006,3.88739838E+025,0.000109437746494,
Kepler-1510 b,7318418.7744,0,0.399998,6.461541918E+025,0.000143368226848,
HD 59686 A b,25864704,0.05,1.08598,1.3138605273E+028,,
Kepler-1002 b,374667.494112,0,0.0556094,2.406355419E+025,7.31177956924558E-05,
Kepler-294 c,572520.96,,0.0690438,4.244581824E+025,0.000115540454017,
Kepler-263 c,4089551.5872,,0.256083,3.66733905E+025,0.000105308263667,
Kepler-349 b,512332.8192,,0.0641159,2.656718001E+025,8.10063934277196E-05,
Kepler-1563 b,296590.980672,0,0.0445351,2.007932211E+024,3.20189039960427E-05,
Kepler-1611 b,447227.38656,0,0.0573666,2.585991426E+024,3.44083744435086E-05,
Kepler-1284 b,57375.977184,0,0.0140554,1.0859102001E+025,5.16125616652629E-05,
HD 200964 b,53032320,0.04,1.64347,3.700053651E+027,,
Kepler-706 b,3577678.283808,0,0.223617,1.8987E+027,0.000561525555154,
HD 147018 b,3821990.4,0.4686,0.238855,4.038743757E+027,,
HD 218566 b,19500480,0.3,0.687282,4.041800664E+026,,
HD 45364 b,19606752,0.1684,0.68156,3.553398063E+026,,
Kepler-1177 b,9179788.0608,0,0.436075,2.66463558E+025,8.12419952138398E-05,
Kepler-1364 b,1151017.548768,0,0.125617,3.051267861E+025,9.17556651826896E-05,
Kepler-653 b,1270727.115264,0,0.118258,2.730064782E+025,8.31535715718124E-05,
Kepler-553 b,348232.438656,0,0.0482066,1.3434764499E+026,0.000197370258961,
Kepler-361 b,733243.6224,,0.081426,2.00085006E+025,6.18203794168371E-05,
Kepler-318 c,1020816.6048,,0.101523,7.965445227E+025,0.000156896452733,
WASP-140 b,193188.9744,0.047,0.0323373,4.623581331E+027,0.000592383176513,83.3
Kepler-372 b,591813.3888,,0.0705863,1.6152563679E+025,5.79833677722964E-05,
Kepler-197 e,2178119.376,,0.168262,3.955238931E+024,3.87977360766855E-05,
HD 141937 b,56438205.408,0.41,1.50087,1.799056224E+028,,
K2-11 b,3450614.688,0,0.25272,1.8987E+027,0.000647981374885,
Kepler-405 c,2568385.3248,,0.187804,1.361880549E+026,0.000198678255084,
Kepler-104 d,4471666.0416,,0.271796,7.457068302E+025,0.000152632681667,
Kepler-702 b,909471.806784,0,0.0907551,1.0091305695E+027,0.000390917365205,
Kepler-26 d,306194.6016,,0.0454914,7.048619958E+024,4.5619291888929E-05,
Kepler-159 b,876063.4272,,0.0916828,3.477260193E+025,0.000101470774128,
HD 156668 b,401371.2,0,0.0499846,2.479360434E+025,,
MOA-2009-BLG-387L b,170208000,,1.76808,4.93662E+027,,
Kepler-1045 b,2281863.292992,0,0.165053,4.192671366E+025,0.000114694581478,
Kepler-905 b,439149.299328,0,0.0568739,1.8331777617E+025,6.02146552761401E-05,
Kepler-763 b,103382.054784,0,0.0208123,1.1210152644E+025,5.20904557547561E-05,
Kepler-1376 b,458680.886784,0,0.059158,6.673265955E+024,4.49220444123585E-05,
Kepler-32 f,64191.744,0,0.0130732,2.726742057E+024,3.4929422369283E-05,
WASP-103 b,79966.8288,0,0.0198682,2.825094717E+027,0.000730222168746,86.3
Kepler-990 c,46513.812384,0,0.0131638,2.359381581E+025,6.49935961710718E-05,
WASP-131 b,459822.7872,0,0.0608315,5.192469825E+026,0.000593348522574,85
Kepler-221 e,1587160.8288,,0.136253,4.040072847E+025,0.0001121297239,
Kepler-1028 b,217263.541248,0,0.0349411,1.5129088431E+025,5.68693966496878E-05,
Kepler-256 c,292724.928,,0.0441473,3.047622357E+025,9.16648653056859E-05,
GJ 649 b,51693120,0.3,1.13179,6.177249567E+026,,
Kepler-1333 b,9473516.71488,0,0.439185,4.528475448E+025,0.000119951416463,
Kepler-276 b,1220694.624,,0.114376,4.693358556E+025,0.00012236191425,
Kepler-1042 b,875407.0248,0,0.0832577,3.109557951E+025,9.31893474511691E-05,
Kepler-264 c,12104748.9504,,0.52792,4.575999909E+025,0.000120656788139,
HD 132406 b,84153600,0.34,1.98227,1.0642118565E+028,,
Kepler-143 b,1383055.1712,,0.124306,3.539157813E+025,0.000102750096606,
Kepler-1225 b,605729.174976,0,0.0746694,2.539378341E+025,7.74188424978944E-05,
Kepler-189 c,1739652.4224,,0.144846,3.477260193E+025,0.000101470774128,
HD 38529 c,185418745.92,0.355094,3.6002,2.327863161E+028,,
Kepler-62 b,493770.1248,0.0707107,0.0552794,0,5.58017812537601E-05,89.2
Kepler-281 b,1265415.0912,,0.117153,4.547215617E+025,0.000120230506611,
Kepler-1006 b,1707412.644288,0,0.13168,2.186258115E+025,6.5471490260565E-05,
Kepler-196 c,4097756.4768,,0.256426,3.206790378E+025,9.55018769502266E-05,
Kepler-238 c,531840.1248,,0.0657332,3.497747166E+025,0.00010189753355,
Kepler-49 c,942877.52352,,0.07889,3.842608047E+025,0.000108621981283,
Kepler-55 c,3641901.85152,,0.202122,3.14899395E+025,9.41389230069921E-05,
Kepler-791 b,1257463.51776,0,0.127324,5.263481205E+025,0.000129987192342,
WASP-19 b,68155.776,0.0046,0.0163152,2.151967593E+027,0.000662361208038,79.4
Kepler-310 d,8024497.2,,0.401368,3.66733905E+025,0.000105308263667,
Kepler-619 c,104411.378592,0,0.022851,2.377798971E+025,7.21620075134694E-05,
Kepler-204 c,2217075.2352,,0.170262,2.504537196E+025,7.63163408334336E-05,
Kepler-26 b,1061195.5584,0,0.0902469,7.540136427E+025,0.000153348567013,
Kepler-374 c,283634.5248,,0.0432285,7.772784138E+024,4.68983276300485E-05,
Kepler-395 b,609495.4944,,0.0719854,6.154199349E+024,4.39138790411637E-05,
WASP-93 b,236090.77344,0,0.0417621,2.741286099E+027,0.000527977390072,81.18
K2-16 b,658264.32,,0.0666347,2.89627698E+025,8.77604705945267E-05,87.97
HD 126614 A b,107481600,0.41,2.36847,7.323399822E+026,,
Kepler-875 b,2376637.62336,0,0.181834,4.793306124E+025,0.000123774569179,
Kepler-1508 b,1788968.19456,0,0.154158,1.5129088431E+025,5.68693966496878E-05,
Kepler-1568 b,1807953.8688,0,0.152944,1.3873971783E+025,5.54357143812083E-05,
Kepler-80 e,401361.4368,,0.0544864,2.312103951E+025,6.99211621278359E-05,
Kepler-83 d,446670.3744,,0.0585134,2.71476126E+025,8.27115195390313E-05,
Kepler-519 b,2100202.09344,0,0.157968,2.957301198E+025,8.93661947352237E-05,
Kepler-192 d,559031.828256,0,0,5.943386688E+024,4.34883621438789E-05,
Kepler-167 b,379567.9008,,0.0481157,2.00085006E+025,6.18203794168371E-05,
HD 215152 b,497663.136,0,0.0576393,1.0861038675E+025,,
Kepler-772 b,1122515.139168,0,0.107432,2.539378341E+025,7.74188424978944E-05,
Kepler-295 d,2927582.2656,,0.204929,1.6152563679E+025,5.79833677722964E-05,
Kepler-337 b,284496.2784,,0.043316,2.191422579E+025,6.56578689554673E-05,
HIP 67537 b,220881600,0.59,4.9058,,,
HD 177830 b,35432640,0.096,1.13872,2.505657429E+027,,
Kepler-516 b,2147439.52656,0,0.195757,2.091550959E+026,0.000244681773821,
Kepler-1562 b,5553254.17728,0,0.316103,7.326627612E+025,0.000151492426369,
Kepler-226 d,700621.4016,,0.0789926,1.1153856189E+025,5.20144705945267E-05,
K2-99 b,1576713.6,0.19,0.158693,1.8521078007E+027,0.000621983936416,87.7
HD 42012 b,74088000,0,1.66108,3.06089427E+027,,
HD 38283 b,31380480,0.41,1.02382,6.420586959E+026,,
Kepler-386 b,1063621.152,,0.104341,1.7380756761E+025,5.92626902498696E-05,
Kepler-922 b,81083.534112,0,0.0184414,1.8821205516E+025,6.06925493656332E-05,
HD 217786 b,113961600,0.4,2.3791,2.503777716E+028,,
Kepler-363 c,651665.6928,,0.0752686,2.374552194E+025,7.2053047661065E-05,
Kepler-687 b,1771707.148992,0,0.134386,7.165845696E+025,0.000150058744101,
Kepler-1457 b,4415992.49952,0,0.270431,2.797506606E+025,8.50651479297852E-05,
CoRoT-24 c,1015977.6,0,0.0980725,1.6561733529E+026,0.000204491836682,89
Kepler-567 b,1429312.932,0,0.119888,3.230713998E+025,9.60567119881282E-05,
Kepler-1453 b,4074725.05344,0,0.252883,4.13498886E+025,0.000113738793299,
Kepler-24 d,366714.7776,,0.0513038,2.349375432E+025,7.12000067113197E-05,
HD 32518 b,13611456,0.01,0.595162,6.352081863E+027,,
Kepler-980 b,998008.563456,0,0.101644,4.13498886E+025,0.000113738793299,
Kepler-472 b,360828.476064,0,0.048077,5.872071516E+025,0.000137155603685,
Kepler-402 c,529184.5344,,0.0655142,2.215137342E+025,6.65104320111231E-05,
Kepler-435 b,743053.27104,0.114,0.0948432,1.594908E+027,0.000951009238091,85.51
WASP-18 b,81341.53056,0.00848,0.0201401,1.936787922E+028,0.000605491811388,80.6
HD 145934 b,235872000,0.053,4.6069,4.336289034E+027,,
CoRoT-6 b,767801.6352,0,0.0854177,5.608076268E+027,0.000557224508349,89.07
Kepler-127 c,2539572.048,,0.186396,4.115280354E+025,0.000113408568484,
Kepler-839 b,3267168.60096,0,0.235594,3.88739838E+025,0.000109437746494,
Kepler-203 c,464023.9008,,0.0600193,3.66733905E+025,0.000105308263667,
Kepler-1234 b,1031628.121056,0,0.0949095,4.528475448E+025,0.000119951416463,
Kepler-1127 b,442653.419808,0,0.0575745,2.746735368E+025,8.36314656613056E-05,
Kepler-732 c,77158.763136,0,0.0143082,1.2687550101E+025,5.40020321127288E-05,
HD 73267 b,108864000,0.256,2.19849,5.814901659E+027,,
HD 147513 b,45653761.728,0.26,1.30958,2.239801455E+027,,
K2-28 b,195303.312,0,0.0214313,3.451285977E+025,0.000100925019078,88.9
Kepler-1528 b,154751.922144,0,0.0291497,2.033811492E+025,6.21262316341128E-05,
Kepler-893 b,547651.377504,0,0.0670296,5.18781801E+025,0.000129031404163,
Kepler-1387 b,196951.103424,0,0.0317279,4.278872346E+024,3.96652094279335E-05,
Kepler-1062 b,803876.035392,0,0.0786582,2.464531587E+025,7.50293720504285E-05,
HD 72659 b,316051200,0.22,4.75375,6.02666367E+027,,
K2-29 b,281563.09344,0.066,0.0421448,6.876464829E+026,0.000580268561344,86.656
BD +14 4559 b,23236416,0.29,0.775866,2.884675923E+027,,
HD 1605 b,49930560,0.078,1.48605,1.839897261E+027,,
Kepler-79 b,1165104,0.015,0.114456,6.512541E+025,0.00015101453228,
Kepler-202 b,351598.4928,,0.0498841,2.299781388E+025,6.9494880600008E-05,
Kepler-709 b,1389765.560256,0,0.115768,4.862361843E+025,0.000124730357358,
HD 197037 b,89484480,0.22,2.07477,1.5328660788E+027,,
HD 70642 b,178675200,0.034,3.18072,3.625453728E+027,,
KELT-2 A b,355431.55968,0,0.0549707,2.887239168E+027,0.000614571799088,88.6
Kepler-10 b,72359.568,0,0.0167573,2.711799288E+025,6.03709266434043E-05,84.4
Kepler-208 e,1404817.1712,,0.125606,2.141012094E+025,6.30997018944103E-05,
Kepler-1365 b,665274.37104,0,0.0763129,4.098268002E+024,3.91873153384403E-05,
Kepler-270 c,2182713.4368,,0.168498,2.477955396E+025,7.54637777777778E-05,
Kepler-966 b,8618194.5408,0,0.423716,1.0592999196E+026,0.000175865024933,
Kepler-1010 b,2960804.4912,0,0.196353,3.358268664E+025,9.89240765250872E-05,
HD 17674 b,53896320,0,1.41961,1.6626953874E+027,,
K2-24 c,3660189.12,0,0.246993,1.8616449708E+026,0.000341884953729,89.76
Kepler-811 b,2037698.810208,0,0.161485,4.221911346E+025,0.000115172475568,
Kepler-225 c,1623821.8176,,0.138343,2.572415721E+025,7.84482263666627E-05,
Kepler-1305 b,1171851.59808,0,0.11018,2.632661472E+025,8.02862070348534E-05,
Kepler-150 d,1085264.352,,0.105752,4.462115883E+025,0.000118951184133,
K2-77 b,708462.3744,0.14,0.0738763,3.430647108E+025,0.000100487268092,88.7
Kepler-1322 b,83191.741632,0,0.0184246,2.280319713E+025,6.88167488870172E-05,
Kepler-405 b,917035.6896,,0.0945195,2.93102319E+025,8.8680416716801E-05,
Kepler-208 b,365354.496,,0.0511769,2.299781388E+025,6.9494880600008E-05,
M 67 YBP 1194 b,601171.2,0.24,0.0715732,6.575729736E+026,,
Kepler-1084 b,177408.298656,0,0.0328337,8.016767088E+024,4.73115148598243E-05,
Kepler-616 b,863794.239264,0,0.0902152,3.586207599E+025,0.00010370301742,
Kepler-325 d,3344991.984,,0.223972,4.462115883E+025,0.000118951184133,
Kepler-1065 c,204794.561952,0,0.0340815,2.266687047E+025,6.8338854797524E-05,
Kepler-1464 c,460327.356288,0,0.0600955,5.488932843E+024,4.25325739648926E-05,
Kepler-340 c,1972051.4016,,0.157474,6.492661611E+025,0.0001436793359,
Kepler-682 b,1089668.736288,0,0.103131,3.114760389E+026,0.000314454310887,
Kepler-507 b,308283.574752,0,0.0480157,1.3873971783E+025,5.54357143812083E-05,
HD 40307 c,831168,0,0.0800702,4.015142916E+025,,
HD 142 b,30265920,0.26,1.04292,2.47913259E+027,,
Kepler-257 b,205862.4288,,0.0349126,3.990915504E+025,0.000111277160844,
K2-95 b,875568.096,,0.0652569,7.191440172E+025,0.000150289089052,88.77
HATS-34 b,181972.28448,0,0.0316765,1.7824501938E+027,0.000699077810933,82.28
Kepler-976 b,9154634.23872,0,0.418342,9.551486298E+025,0.000168696613591,
WASP-10 b,267214.60224,0.0507142,0.0384536,6.059587128E+027,0.000516125616653,88.49
Kepler-982 b,1362858.22944,0,0.129335,3.230713998E+025,9.60567119881282E-05,
GJ 328 b,354240000,0.37,4.43476,4.36701E+027,,
WASP-17 b,322741.4112,0,0.0499354,9.655781889E+026,0.000923291380901,86.63
HAT-P-17 b,893248.3872,0.346,0.0882385,1.0066109946E+027,0.000482673030388,89.2
Kepler-162 b,597870.5472,,0.0710671,1.2462193398E+025,5.37200745999278E-05,
Kepler-487 c,3339532.59264,0,0.216804,4.163697204E+025,0.000114216687389,
HD 67087 b,30430080,0.17,1.08217,5.882267535E+027,,
Kepler-293 c,4679056.1952,,0.280136,8.791265805E+025,0.000163291631439,
HD 102329 b,67227840,0.211,1.80892,8.502530496E+027,,
Kepler-872 b,222813.078048,0,0.0374071,2.797506606E+025,8.50651479297852E-05,
Kepler-1542 d,517772.509632,0,0.0632508,3.43152051E+024,3.72757389804677E-05,
BD -06 1339 c,10881216,0.31,0.436631,3.194524776E+026,,
HD 159868 b,101813760,0.01,2.29553,4.177215948E+027,,
K2-21 b,805605.696,,0.0747146,2.25109872E+025,6.77892765946069E-05,88.3
Kepler-424 b,286145.08416,0.002,0.0436419,1.4624262075E+027,0.000425325739649,
Kepler-262 c,1888161.5808,,0.152976,2.312103951E+025,6.99211621278359E-05,
WASP-117 b,865870.56,0.302,0.0946483,5.2309185E+026,0.000487929865373,89.14
WASP-75 b,214634.2752,0,0.0375112,2.031609E+027,0.000606925493656,82
Kepler-1293 b,481813.733376,0,0.0650345,5.060700045E+024,4.15767857859062E-05,
Kepler-222 b,340155.1584,,0.0487958,5.657499429E+025,0.000134725990134,
Kepler-334 b,472635.5616,,0.0607596,8.281730673E+024,4.77510340539312E-05,
HD 114783 b,42655680,0.144,1.15987,2.098158435E+027,,
GJ 581 e,272112.48,0.32,0.028459,1.1647689072E+025,,
Kepler-1638 b,22406702.112,0,0.787843,2.616826314E+025,7.98083129453602E-05,
Kepler-605 b,292337.689248,0,0.0427433,1.931870289E+025,6.11704434551264E-05,
Kepler-327 c,450345.5712,,0.0588339,6.154199349E+024,4.39138790411637E-05,
Kepler-793 b,366468.744096,0,0.0509367,1.6454172174E+025,5.83030789181674E-05,
Kepler-1555 b,700273.41264,0,0.0800056,2.280319713E+025,6.88167488870172E-05,
Kepler-419 b,6026797.44,0.833,0.370106,4.74675E+027,,88.95
epsilon Ret b,36987840,0.06,1.19471,2.613921303E+027,,
GJ 674 b,405544.32,0.2,0.0386657,6.62247573E+025,,
Kepler-511 b,25629511.536,0,0.870478,2.060051526E+026,0.000270965948743,
Kepler-1361 b,308927.481984,0,0.0430059,3.278200485E+024,3.67978448909745E-05,
HD 7924 c,1321833.6,0.098,0.113438,4.716408774E+025,,
Kepler-57 c,1003039.77888,,0.0942979,2.201599611E+025,6.60248916161981E-05,
WASP-157 b,341420.0112,0,0.0528415,1.0658485359E+027,0.000509048005187,84.93
HD 168443 c,151185312,0.2113,2.85281,3.301022859E+028,,
K2-35 b,207346.176,,0.0320135,1.8982025406E+025,6.08478649447185E-05,86.1
Kepler-172 c,552009.2544,,0.0673847,4.663681875E+025,0.000121935632722,
Kepler-1350 b,388528.73856,0,0.0436851,3.783463542E+025,0.000107526170136,
WASP-70 A b,320804.95392,0,0.0485382,1.1203773012E+027,0.00055626872017,87.12
Kepler-933 b,1227262.759776,0,0.109579,3.634225722E+025,0.000104658805599,
Kepler-1406 b,1004750.635392,0,0.102102,7.735037982E+024,4.68336207703312E-05,
Kepler-1530 b,223814.30976,0,0.035902,2.307793902E+025,6.97725370660035E-05,
Kepler-400 c,1498247.1936,,0.131115,2.189030217E+025,6.35259834222383E-05,
Kepler-220 e,3965996.1312,,0.250899,1.4981217675E+025,5.67045231888127E-05,
Kepler-1111 b,759989.833632,0,0.0860862,2.797506606E+025,8.50651479297852E-05,
WASP-57 b,245287.0944,0,0.0386362,1.2833066469E+027,0.000437750985976,88
Kepler-177 b,3184272,,0.221683,,,
HAT-P-37 b,241691.904,0.058,0.0379273,2.228352294E+027,0.000562959237423,86.9
Kepler-198 c,4282624.7424,,0.264081,3.66733905E+025,0.000105308263667,
Kepler-1166 b,2871995.46048,0,0.195344,2.377798971E+025,7.21620075134694E-05,
Kepler-458 c,1791960.548832,0,0.146743,1.101227013E+026,0.00017921028356,
Kepler-1605 b,7409365.8768,0,0.361924,7.191269289E+024,4.58778325913448E-05,
K2-60 b,259428.96,0,0.0403268,8.061234642E+026,0.000336864198425,88.49
Kepler-1222 b,165623.9832,0,0.0284953,2.341818606E+024,3.34525862645223E-05,
Kepler-1635 b,40576127.904,0,1.13739,7.773106917E+025,0.000155315579085,
Kepler-65 b,186184.224,,0.0351719,2.000888034E+025,6.18208573109266E-05,
Kepler-615 b,894745.143648,0,0.0837217,2.435253633E+025,7.40735838714421E-05,
Kepler-249 b,285684.9696,,0.0434366,7.526237943E+024,4.64719983128117E-05,
WASP-106 b,802631.376,0,0.089107,3.6549975E+027,0.0005185150871,89.49
HD 81040 b,86546880,0.526,1.9372,1.3056486498E+028,,
HD 208527 b,75643200,0.08,2.099,1.90135818E+028,,
Kepler-165 b,706825.2672,,0.0794582,3.357756015E+025,9.89130849610289E-05,
Kepler-28 b,510808.032,0,0.0581375,7.540136427E+025,0.000153348567013,
Kepler-118 c,1742862.528,,0.145024,3.507221679E+026,0.000327435825934,
Kepler-1216 b,377597.839104,0,0.0521389,1.7377016322E+025,5.92588670971537E-05,
HAT-P-32 b,185760.6912,0,0.0342627,1.6357604292E+027,0.000854952526103,88.9
GJ 163 c,2214482.112,0.099,0.125354,4.092154188E+025,,
HD 95089 b,43804800,0.157,1.38575,2.144106975E+027,,
XO-3 b,275749.28064,0.2884,0.0477112,2.522403963E+028,0.000581597106913,79.32
Kepler-1380 b,890855.2368,0,0.0914589,1.931870289E+025,6.11704434551264E-05,
Kepler-478 b,1142359.85664,0,0.103659,4.251398157E+025,0.000115650369657,
HD 114729 b,96249600,0.167,2.10235,1.7938120146E+027,,
Kepler-122 e,3282618.7872,,0.221179,3.966593157E+025,0.000110850401422,
Kepler-634 b,446644.952928,0,0.0590906,2.648591565E+025,8.07641011243466E-05,
Kepler-881 b,384003.086688,0,0.0539414,2.494170294E+025,7.59851602294148E-05,
Kepler-103 c,15518476.8,0,0.64119,1.6663598784E+026,0.00021912352002,
Kepler-997 b,233911.300608,0,0.0406211,1.6004635962E+025,5.78251848286742E-05,
HATS-8 b,309648.3552,0,0.0466748,2.62628184E+026,0.000420526727202,87.8
Kepler-1503 b,8309076.768,0,0.376527,3.272504385E+025,9.70125001671145E-05,
HD 100655 b,13614048,0.085,0.682908,2.531954424E+027,,
Kepler-400 b,779707.2096,,0.0848304,2.324464488E+025,7.03474436556638E-05,
HD 141399 c,17451936,0.048,0.689382,2.533663254E+027,,
WASP-119 b,215981.856,0,0.0363001,2.336065545E+027,0.000653166525756,85
Kepler-106 c,1172517.12,0,0.111348,6.236811786E+025,0.000106577550368,
Kepler-113 b,410745.6,0,0.0502736,2.54501748E+025,7.75956633110068E-05,
Kepler-1178 b,2748067.776,0,0.182381,6.929077806E+024,4.53999385018516E-05,
HIP 65891 b,93700800,0.13,2.80589,1.1394459453E+028,,
Kepler-595 b,2186172.574848,0,0.161025,8.682660165E+025,0.000162483990428,
K2-138 f,1102255.776,0,0.104299,4.688023209E+025,0.000122285451196,89.03
HD 142415 b,33376319.136,0.5,1.06061,3.155525478E+027,,
Kepler-1359 b,5140549.02528,0,0.274559,4.560601452E+025,0.000120429310552,
Kepler-785 b,170532.944352,0,0.0282249,1.8987E+027,0.000555312931991,
CoRoT-9 b,8231656.32,0.11,0.406991,1.6016749668E+027,0.000501788793968,89.99
HD 114386 b,81017280.864,0.23,1.72685,2.58925719E+027,,
HD 103197 b,4133376,0,0.249018,1.8653417397E+026,,
Kepler-698 b,1410891.452352,0,0.123396,7.947350616E+025,0.000156749261354,
Kepler-1022 b,949941.974592,0,0.0863273,3.447051876E+025,0.000100835652883,
7 CMa b,65923200,0.14,1.80264,4.618264971E+027,,
K2-3 b,868668.192,,0.0769351,3.109557951E+025,9.31893474511691E-05,89.28
Kepler-368 b,2319639.552,,0.175473,6.039897609E+025,0.0001389897612,
Kepler-913 b,889637.058144,0,0.0794059,2.90273256E+025,8.79325124667442E-05,
Kepler-1224 b,1151151.783264,0,0.116229,1.5129088431E+025,5.68693966496878E-05,
Kepler-335 b,566985.3984,,0.0685981,6.578767656E+025,0.00014453237685,
WASP-16 b,269447.11776,0,0.0417858,1.5992636178E+027,0.000481717242209,85.22
Kepler-316 b,193579.8912,,0.0335097,6.817510194E+024,4.51929625716921E-05,
