NAME,PER (orbital period) ,ECC ( e or g =ecentricity),A (semi major axis),MASS,R (radius of the planet),I (inclenation idk)
,s,,au,kg,au,deg
HD 152581 b,59529600,0,1.48938,2.874157125E+027,,
KIC 11442793 h,28650290.976,,0.996347,1.7798736579E+027,0.000482673030388,89.6
Kepler-103 b,1379410.56,0,0.127704,5.794737465E+025,0.00014366643276,
Kepler-1426 b,1231746.28128,0,0.115827,2.212820928E+025,6.64272784395513E-05,
Kepler-993 b,1908193.734432,0,0.127733,5.004004863E+025,0.000126641933716,
Kepler-338 b,1186010.7264,,0.112199,3.602479458E+025,0.000104028941189,
Kepler-1588 b,678181.022496,0,0.0762521,2.115037878E+024,3.24967980855359E-05,
Kepler-985 b,10051076.2464,0,0.451946,5.040156111E+025,0.000127119827805,
HATS-31 b,291855.744,0,0.0477869,1.6883297361E+027,0.000807258695972,85
WASP-167 b,174697.30944,,0.0359649,1.8987E+027,0.000756205270391,79.9
Kepler-974 b,362404.498464,0,0.0409318,2.226187776E+025,6.69051725290445E-05,
Kepler-1248 b,645170.751648,0,0.0796726,9.848955627E+024,5.01788793967834E-05,
Kepler-129 b,1364416.704,,0.123186,3.456944103E+025,0.0001010444926,
Kepler-1331 b,68183.56656,0,0.0149794,6.673265955E+024,4.49220444123585E-05,
PH-1 b,11966918.4,0.0539,0.629412,1.906997319E+026,0.000263248437091,89.989
Kepler-306 d,1497022.0416,,0.131044,3.66733905E+025,0.000105308263667,
Kepler-37 d,3438044.9568,0.102489,0.212021,1.0964574786E+025,8.50651479297852E-05,89.335
Kepler-856 b,693591.602976,0,0.0774029,1.0713433737E+027,0.000396652094279,
HD 13908 c,80438400,0.12,2.03386,9.740331E+027,,
HD 125595 b,835807.68,0,0.0809437,7.913098068E+025,,
Kepler-1499 b,3818949.12,0,0.228998,1.017855096E+025,5.06567734862766E-05,
WASP-79 b,316429.77888,0,0.0534741,1.6851228318E+027,0.000812419952138,85.4
Kepler-1470 b,1407895.80192,0,0.116773,6.929077806E+024,4.53999385018516E-05,
Kepler-107 b,274751.7408,,0.0423212,2.215137342E+025,6.65104320111231E-05,
Kepler-1040 b,17376888.96,0,0.667299,2.938959756E+025,8.88883006457306E-05,
Kepler-1542 c,249888.690144,0,0.0389169,1.2139946034E+024,2.77178571906042E-05,
GJ 9827 b,104455.88928,,0.0188775,2.047539093E+025,7.05691865131887E-05,85.73
Kepler-109 c,1833641.28,0,0.151991,3.778849701E+025,0.000107439671306,
HIP 57274 c,2767392,0.05,0.177758,7.786492752E+026,,
Kepler-30 d,12384835.2,0.022,0.534239,1.3801118664E+026,0.000374852477493,89.84
Kepler-1349 b,183879.873792,0,0.034023,1.5309825684E+024,2.96294335485769E-05,
Kepler-877 b,1594811.891808,0,0.129482,2.994420783E+025,9.03219829142101E-05,
Kepler-720 b,406799.413056,0,0.0540454,7.239097542E+026,0.00035842056712,
Kepler-932 b,166012.19136,0,0.0288756,1.6454172174E+025,5.83030789181674E-05,
Kepler-1628 b,6599062.0512,0,0.288651,2.129221167E+026,0.000274311207369,
Kepler-158 c,2466839.4912,,0.18282,2.656718001E+025,8.10063934277196E-05,
Kepler-145 c,3705004.8,,0.263015,,,
Kepler-858 b,6578152.152192,0,0.346809,1.4879960004E+026,0.00020740603484,
Kepler-777 b,494910.085536,0,0.0522506,2.086025742E+025,6.26041257236059E-05,
HD 93083 b,12405312,0.14,0.476549,6.990557712E+026,,
Kepler-970 b,1446035.527584,0,0.113697,4.402686573E+025,0.000118039840105,
HD 31253 b,40262400,0.3,1.26054,9.520594449E+026,,
Kepler-1579 b,73432.041696,0,0.0159542,2.986769022E+024,3.58420567119881E-05,
Kepler-191 d,513651.544128,0,0.0608391,3.272504385E+025,9.70125001671145E-05,
Kepler-357 c,1456563.168,,0.128672,4.140741921E+025,0.000113834850011,
Kepler-861 b,341248.151232,0,0.0457701,3.272504385E+025,9.70125001671145E-05,
Kepler-1258 b,85098.830688,0,0.0193089,3.278200485E+024,3.67978448909745E-05,
TRAPPIST-1 c,209244.164544,,0.0157578,6.9055719E+024,4.79370782229709E-05,89.7
Kepler-552 b,454759.122528,0,0.0598041,9.481879956E+025,0.000168218719502,
WASP-129 b,496639.728,0,0.0628192,1.8434763105E+027,0.00045698526729,87.7
HD 89744 b,22185792,0.673,0.902604,1.5546137886E+028,,
Kepler-1441 b,3407787.40896,0,0.226767,1.4284641606E+025,5.59136084707015E-05,
Kepler-1341 b,11490926.30208,0,0.471386,5.076611151E+025,0.000127597721895,
Kepler-738 b,2124335.439072,0,0.157366,3.7328442E+025,0.000106570381957,
HD 564 b,42534720,0.096,1.20425,6.286614687E+026,,
HD 72892 b,3410640,0.423,0.228745,9.327876399E+027,,
HD 183263 c,264902400,0.23873,4.29488,6.600754602E+027,,
WASP-42 b,430417.81728,0,0.0547344,9.435931416E+026,0.000508001417131,88.3
Kepler-1612 b,338510.967264,0,0.047981,6.180496344E+024,4.39662562333721E-05,
Kepler-885 b,1565112.627936,0,0.143843,3.7328442E+025,0.000106570381957,
Kepler-53 d,842569.5168,,0.0893308,2.996927067E+025,9.03860207222022E-05,
Kepler-48 b,412819.2,0,0.0532027,2.353742442E+025,8.18775943528657E-05,
Kepler-1614 b,340987.45824,0,0.045182,2.192884578E+025,6.35599139025923E-05,
HD 192310 c,45429120,0.32,1.18358,1.3975818051E+026,,
HD 1690 b,46051200,0.64,1.36191,1.2391751628E+028,,
HAT-P-41 b,232765.6608,0,0.0425775,1.5194422698E+027,0.000805251540796,87.7
Kepler-1493 b,1297883.37312,0,0.121485,1.8331777617E+025,6.02146552761401E-05,
Kepler-42 c,39163.831776,,0.00585017,1.8123528201E+024,3.10957081939598E-05,
Kepler-1492 b,1447420.326048,0,0.117442,2.192884578E+025,6.35599139025923E-05,
HATS-15 b,150982.922592,0,0.0271372,4.106489373E+027,0.000538796912258,87.13
HD 28185 b,32745600,0.05,1.02341,1.1007162627E+028,,
HIP 97233 b,91480320,0.61,2.5395,3.768368877E+028,,
Kepler-1461 b,2535794.856,0,0.17214,2.849493012E+025,8.64988301982647E-05,
Kepler-846 b,1711404.44784,0,0.140349,3.68309826E+025,0.000105614593778,
KELT-4 A b,258300.86112,0.03,0.0432172,1.6661776032E+027,0.000833824828407,83.11
HD 23127 b,104889600,0.44,2.31864,2.667426669E+027,,
HD 154672 b,14166748.8,0.6,0.602232,7.60941999E+027,,
Kepler-275 d,3082411.7568,,0.212092,6.324038064E+025,0.000141974209789,
Kepler-52 b,680603.6016,,0.0630945,2.96064291E+025,8.94531714595115E-05,
Kepler-1561 b,86849.885664,0,0.0200865,7.459897365E+024,4.6355726680838E-05,
OGLE-TR-10 b,267951.456,0,0.0434856,1.177194E+027,0.000597367611866,90
Kepler-370 b,395671.392,,0.0539702,2.25109872E+025,6.77892765946069E-05,
Kepler-601 b,464734.233216,0,0.0569124,2.66463558E+025,8.12419952138398E-05,
gamma Leo A b,37022400,0.144,1.29554,1.969369614E+028,,
NN Ser c,481334400,0.22,6.15467,4.254967713E+027,,
Kepler-1179 b,231988.967136,0,0.0356726,1.4703001164E+025,5.63915025601947E-05,
Kepler-930 b,6173433.576,0,0.36301,3.013198926E+025,9.07998770037033E-05,
KELT-14 b,147748.89024,0,0.0300684,2.437664982E+027,0.000851005120924,78.3
Kepler-1073 b,749855.744352,0,0.0826512,3.315016278E+025,9.79682883461009E-05,
MASCARA-1 b,185654.592,0,0.0390586,3.294795123E+027,0.00073387805853,87
HAT-P-2 b,486732.05856,0.5171,0.0679088,1.6842722142E+028,0.000552923461544,86.72
HAT-P-24 b,289892.736,0.067,0.0465021,1.3022366859E+027,0.000593544459151,88.6
HD 11506 b,121392000,0.3,2.60488,8.98977489E+027,,
Kepler-758 c,411086.003904,0,0.0581708,2.377798971E+025,7.21620075134694E-05,
K2-5 c,944560.224,,0.0780146,2.945510271E+025,8.90593867297691E-05,86.95
tau Boo b,286194.2112,0.023,0.0480039,1.1297265E+028,,44.5
Kepler-422 b,681821.13312,0.016,0.0812822,1.8987E+027,0.000549578202917,
Kepler-124 c,1194166.8,,0.112713,2.451677388E+025,7.4611214722122E-05,
HATS-16 b,232113.7728,0,0.0374388,1.8987E+027,0.00063300417412,83.53
Kepler-1081 b,333237.76272,0,0.0461241,5.71280856E+024,4.30104680543858E-05,
Kepler-1539 b,11517437.44224,0,0.481868,4.221911346E+025,0.000115172475568,
Kepler-1458 b,4146100.68096,0,0.254946,4.371889659E+025,0.000117561946015,
Kepler-184 c,1754179.632,,0.145651,2.759342736E+025,8.39908420166045E-05,
XO-2S c,10437120,0.1528,0.47557,2.6031177E+027,,
HD 34445 b,90633600,0.27,2.06642,1.5009337422E+027,,
Kepler-318 b,402858.576,,0.0546218,1.3921553205E+026,0.000200810140617,
OGLE-2007-BLG-368L b,,,,1.1942823E+026,,
K2-138 d,466972.992,0,0.0588328,4.257587919E+025,0.000115750249522,87.9
KELT-7 b,236284.55136,0,0.0441609,2.430336E+027,0.000732611639193,83.76
Kepler-1321 c,192368.830176,0,0.0271739,3.515727855E+025,0.000102269335152,
Kepler-1311 c,219087.438336,0,0.036989,1.1210152644E+025,5.20904557547561E-05,
Kepler-1260 b,1651862.18592,0,0.142675,2.479303473E+025,7.55072661399217E-05,
HD 125612 b,48332580.768,0.45899,1.3728,5.825306535E+027,,
Kepler-20 f,1691457.984,0,0.137859,6.134604765E+024,4.38747395152342E-05,88.68
Kepler-198 b,1537059.1968,,0.13337,4.547215617E+025,0.000120230506611,
42 Dra b,41394240,0.38,1.16693,7.086005361E+027,,
Kepler-808 b,54547.11504,0,0.0131437,2.033811492E+025,6.21262316341128E-05,
HIP 109600 b,20051712,0.163,0.706259,5.099851239E+027,,
Kepler-216 b,664730.5824,,0.0762713,3.416805585E+025,0.000100191929545,
Kepler-292 d,609610.6656,,0.0719945,3.188562858E+025,9.50755954223987E-05,
Kepler-53 b,1611269.496,,0.136705,4.745629767E+025,0.000123105039559,
KELT-11 b,409235.76,0.066,0.0626633,3.780558531E+026,0.000690509169909,86.4
Kepler-11 b,890256.96,0.045,0.0914497,1.1350504548E+025,7.66542119547053E-05,89.64
HD 153950 b,43148160,0.34,1.28031,5.206406283E+027,,
Kepler-69 b,1185610.2624,0.16,0.104565,3.203144874E+025,9.54168118022968E-05,89.62
Kepler-27 c,2706989.76,0,0.168484,1.5075469143E+026,0.000208724544633,
Kepler-1434 b,695808.245952,0,0.0894052,8.016767088E+024,4.73115148598243E-05,
HD 16141 b,6525187.2,0.252,0.355656,4.740142524E+026,,
Kepler-221 c,491666.6304,,0.0623799,4.876222353E+025,0.000124920081311,
WASP-97 b,179086.464,0,0.0330527,2.506284E+027,0.000540020321127,88
Kepler-7 b,422109.36,0,0.0622369,8.311711146E+026,0.000706327464271,86.5
HIP 91258 b,436363.2,0.024,0.0566534,2.0278116E+027,,
Kepler-486 b,2623142.592288,0,0.176071,1.44699927E+027,0.000468814101793,
WASP-24 b,202280.77728,0,0.0365155,2.0714817E+027,0.000621262316341,83.64
HAT-P-29 b,494483.2704,0.095,0.0666842,1.4790948948E+027,0.000529028757069,87.1
Kepler-38 b,9123408,0,0.429659,1.1796547152E+026,0.00018529626479,89.446
Kepler-546 b,358302.550464,0,0.0523044,3.886202199E+026,0.000298205911844,
HD 219134 b,267228.8064,0,0.0387273,2.826727599E+025,7.00047935934972E-05,85.05
HD 204313 d,244650240,0.28,3.94498,3.050109654E+027,,
PSR B1257+12 B,5749220.16,0.0186,0.321369,2.569036035E+025,,53
Kepler-147 b,1089554.4576,,0.10603,2.387691198E+025,6.52311095335499E-05,
HD 50554 b,105753600,0.444,2.26097,8.351925612E+027,,
HD 11964 c,3275445.9456,0.301733,0.226601,1.4633072043E+026,,
Kepler-1044 b,585281.261952,0,0.0718867,4.13498886E+025,0.000113738793299,
Kepler-79 d,4500626.976,0.025,0.272969,3.588543E+025,0.000312064840439,
Kepler-344 c,10851564.2976,,0.490824,4.939012362E+025,0.000125772644367,
HD 13189 b,40746240,0.27,1.25186,1.3525047684E+028,,
HD 60532 b,17392320,0.28,0.759258,1.96477476E+027,,
Kepler-1321 b,961485.538176,0,0.0794372,1.5235244748E+026,0.000209795505288,
Kepler-570 b,371663.5968,0,0.0505272,3.634225722E+025,0.000104658805599,
Kepler-1151 b,5671973.58336,0,0.305198,3.169367001E+025,9.46230297196487E-05,
HAT-P-11 b,422307.31968,0.198,0.0525443,1.5670996398E+026,0.000201671305766,88.5
Kepler-450 c,1331694.864,0,0.133829,,,
Kepler-406 b,209631.456,0,0.0361437,3.793450704E+025,6.09678163611813E-05,
Kepler-171 b,360026.3808,,0.0506781,3.396983157E+025,9.97656480166847E-05,
Kepler-627 b,3516431.98752,0,0.252724,8.246168022E+025,0.000159138731801,
Kepler-330 b,713644.992,,0.0799685,1.5755887275E+025,5.75570862444685E-05,
HD 104067 b,4821638.4,0,0.264333,3.530347845E+026,,
Kepler-1452 b,3707748.0864,0,0.268995,4.221911346E+025,0.000115172475568,
Kepler-229 b,540256.7808,,0.0664249,3.134715726E+025,9.3796750838915E-05,
Kepler-638 b,525288.575232,0,0.0624727,2.554662876E+025,7.78967365873875E-05,
Kepler-144 c,873043.056,,0.0914719,1.5755887275E+025,5.75570862444685E-05,
Kepler-1372 b,113318.401248,0,0.023292,1.2687550101E+025,5.40020321127288E-05,
Kepler-758 e,707915.97216,0,0.083574,2.359381581E+025,6.49935961710718E-05,
Kepler-94 b,216696.384,0,0.033677,6.475763181E+025,0.000149634852043,
Kepler-115 c,776812.8096,,0.0846204,3.966593157E+025,0.000110850401422,
Kepler-320 c,1549578.5568,,0.134093,1.6555505793E+025,5.84096493001243E-05,
Kepler-1478 b,2253662.73216,0,0.174395,2.420766552E+025,7.3595689781949E-05,
HD 195019 b,1572594.048,0.0138,0.136688,6.797137143E+027,,
Kepler-274 c,2868295.1904,,0.202153,2.572415721E+025,7.84482263666627E-05,
Kepler-1627 b,622325.076192,0,0.0696812,8.006267277E+025,0.000157227155443,
GJ 832 b,315964800,0.08,3.56153,1.2987145974E+027,,
Kepler-889 b,323519.5296,0,0.0492984,7.459897365E+024,4.6355726680838E-05,
Kepler-26 e,4045931.856,,0.254259,3.539157813E+025,0.000102750096606,
GJ 667 C b,622071.36,0.15,0.0504277,3.321794637E+025,,
Kepler-254 d,1619695.6128,,0.138108,3.733717602E+025,0.00010658710825,
Kepler-592 b,243664.624224,0,0.0395795,3.492639663E+025,0.000101791441062,
CoRoT-19 b,336712.032,0.047,0.0516604,2.103607704E+027,0.000616483375446,88
TRAPPIST-1 e,526957.3152,0,0.0291683,4.6119423E+024,3.98752438802658E-05,89.736
Kepler-264 b,3525658.3584,,0.231966,6.324038064E+025,0.000141974209789,
Kepler-604 b,2233873.543104,0,0.172254,3.94075185E+025,0.000110393534673,
Kepler-557 b,320197.49712,0,0.048527,4.13498886E+025,0.000113738793299,
Kepler-1237 b,7307135.07264,0,0.369378,4.65865032E+025,0.000121862992821,
Kepler-122 c,1077061.3632,,0.105218,2.191080813E+026,0.00025026644415,
Kepler-142 b,174886.7328,,0.0313162,2.78957004E+025,8.48434050722603E-05,
alpha Ari b,32832000,0.25,1.1296,3.259346394E+027,,
HATS-18 b,72389.66976,0,0.0176159,3.762539868E+027,0.000653319451864,85.5
Kepler-1450 b,4709613.59424,0,0.251,2.406355419E+025,7.31177956924558E-05,
Kepler-148 d,4479570.9288,0,0,8.132967528E+026,0.000369890025268,
Kepler-1148 b,95425.647264,0,0.0194926,2.377798971E+025,7.21620075134694E-05,
YZ Cet c,264390.912,0,0.0208968,5.847540312E+024,,
Kepler-240 c,687184.8192,,0.0779794,3.134715726E+025,9.3796750838915E-05,
Kepler-545 b,1144743.026976,0,0.111023,4.192671366E+025,0.000114694581478,
61 Vir b,364176,0.12,0.05006,3.05216025E+025,,
Kepler-298 b,905080.0896,,0.0936962,2.74438098E+025,8.35640825946871E-05,
HD 210702 b,30610656,0.036,1.17218,3.540297033E+027,,
Kepler-1299 b,1722823.55136,0,0.140972,5.040156111E+025,0.000127119827805,
Kepler-1564 b,1559868.89184,0,0.131467,2.086025742E+025,6.26041257236059E-05,
Kepler-363 d,1030935.6,,0.102192,2.882872158E+025,8.74015721333173E-05,
HAT-P-4 b,264084.7104,0,0.0443853,1.2749903409E+027,0.000608837070014,89.91
Kepler-1414 b,303761.93616,0,0.0420065,1.1568456321E+025,5.25683498442493E-05,
Kepler-485 b,280217.64672,0,0.0438587,1.8987E+027,0.000614571799088,
HAT-P-21 b,356355.1584,0.228,0.0494951,7.743525171E+027,0.000489363547641,87.2
Kepler-398 d,590489.568864,0,0,3.590080947E+024,3.77536330699608E-05,
Kepler-1180 b,1456715.11104,0,0.132431,2.797506606E+025,8.50651479297852E-05,
Kepler-177 c,4269196.8,,0.26954,,,
Kepler-1388 b,1061463.76992,0,0.0893266,3.94075185E+025,0.000110393534673,
Kepler-215 d,2666686.1472,,0.192566,3.497747166E+025,0.00010189753355,
Kepler-579 b,835365.072672,0,0.0885238,2.797506606E+025,8.50651479297852E-05,
Kepler-232 c,983175.7536,,0.0990113,8.791265805E+025,0.000163291631439,
Kepler-1009 b,980650.296288,0,0.0829006,3.089963367E+025,9.2711453361676E-05,
Kepler-346 b,562561.3728,,0.0682408,4.115280354E+025,0.000113408568484,
KELT-21 b,312142.87008,0,0.0522499,1.8987E+027,0.000775067750104,86.46
Kepler-330 c,1378545.4368,,0.124035,2.729514159E+025,8.31378010668592E-05,
HD 220842 b,18875808,0.404,0.740087,6.047055708E+027,,
Kepler-1233 b,3898912.68288,0,0.260643,3.967770351E+025,0.000110871428762,
Kepler-1416 b,129180.918528,0,0.0263353,3.590080947E+024,3.77536330699608E-05,
alpha Cen B b,279564.48,0,0.0418506,6.733530693E+024,,
Kepler-1183 b,2462894.11296,0,0.182625,4.560601452E+025,0.000120429310552,
mu Ara b,55576800,0.128,1.5273,3.314218824E+027,,
TYC 1422-614-1 c,48323520,0.048,1.39588,1.8987E+028,,
Kepler-1109 b,3252678.19776,0,0.223437,3.109557951E+025,9.31893474511691E-05,
Kepler-830 b,976056.598368,0,0.10078,2.392039221E+025,7.26399016029626E-05,
WASP-45 b,270093.96864,0,0.0405459,1.911174459E+027,0.000554357143812,84.47
Kepler-916 b,2790450.41472,0,0.188012,2.464531587E+025,7.50293720504285E-05,
Kepler-725 b,3425170.588704,0,0.218045,1.1838565383E+027,0.00045304359684,
KELT-8 b,280286.784,0,0.0399889,1.2607975584E+027,0.000791645896068,82.65
Kepler-428 b,304614.651456,0,0.0432987,2.411349E+027,0.000516125616653,89.36
Kepler-1171 b,124639.969536,0,0.0291019,3.861082398E+025,0.000108959852404,
Kepler-1093 c,7752006.0288,0,0.408538,2.746735368E+025,8.36314656613056E-05,
HD 73526 c,32641920,0.14,1.02831,4.59656283E+027,,
HD 108341 b,97545600,0.85,2.00715,6.60234951E+027,,
Kepler-1330 b,873304.474752,0,0.090566,2.321635425E+025,7.02504311554967E-05,
Kepler-382 c,1050857.3664,,0.103505,2.25109872E+025,6.77892765946069E-05,
Kepler-667 b,3580383.866112,0,0.227107,1.4044816809E+026,0.000201671305766,
Kepler-495 b,294886.329408,0,0.0421891,1.73047518E+026,0.000223176539793,
Kepler-333 c,2081221.344,,0.163234,8.024627706E+024,4.73247047366943E-05,
Kepler-17 b,128365.41312,0,0.0267923,4.707693741E+027,0.000635599139026,87.22
14 Her b,153221760,0.369,2.93362,9.901454682E+027,,
HAT-P-33 b,300194.5536,0,0.0499317,1.4491941672E+027,0.000805729434885,87.2
Kepler-692 b,1884637.578816,0,0.147513,5.45819289E+025,0.00013237666279,
Kepler-1223 b,1408428.7776,0,0.116802,1.1210152644E+025,5.20904557547561E-05,
Kepler-1232 b,2314130.54112,0,0.170393,2.69710335E+025,8.21977833928261E-05,
Kepler-805 b,2666640.36384,0,0.204059,4.759224459E+025,0.000123296675089,
Kepler-166 c,2960088.2784,,0.206443,3.477260193E+025,0.000101470774128,
Kepler-1398 b,240896.746656,0,0.040381,3.753976731E+024,3.8231527159454E-05,
TRAPPIST-1 f,795362.544,0,0.0383799,5.5783806E+024,4.58180958301582E-05,89.719
WASP-139 b,511856.2368,0,0.0623222,2.239231845E+026,0.000393540047969,88.9
Kepler-1629 b,334882.777248,0,0.0484507,2.226301698E+024,3.29746921750291E-05,
Kepler-835 b,986609.7,0,0.101821,4.465039881E+025,0.000118995628284,
Kepler-992 b,1741853.775168,0,0.134576,2.294028327E+025,6.92946429765104E-05,
Kepler-1420 b,578845.445184,0,0.0650994,1.3075473498E+025,5.4479926202222E-05,
K2-19 c,1028777.76,,0.0996107,1.2871173378E+026,0.000193306725518,87.99
OGLE-05-169L b,285120000,,3.41991,7.5948E+025,,
HIP 79431 b,9650880,0.29,0.358346,4.011934113E+027,,
Kepler-562 b,1556004.767616,0,0.13125,1.7152438086E+026,0.000222220751614,
Kepler-1476 b,894985.825536,0,0.0923741,2.349565302E+025,7.12062193344831E-05,
Kepler-870 b,1845397.04544,0,0.151158,4.433730318E+025,0.000118517734194,
HD 66141 b,41515200,0.07,1.24152,1.1411187E+028,,
Kepler-1155 b,2891785.7952,0,0.205268,2.849493012E+025,8.64988301982647E-05,
HD 171238 b,131587200,0.4,2.54268,4.953727287E+027,,
Kepler-1292 b,283086.49392,0,0.0424409,2.539378341E+025,7.74188424978944E-05,
Kepler-1410 b,5258836.9152,0,0.2596,2.494170294E+025,7.59851602294148E-05,
Kepler-272 c,523354.3488,,0.0650321,2.504537196E+025,7.63163408334336E-05,
Kepler-157 c,1169899.2,,0.111181,3.206790378E+025,9.55018769502266E-05,
HIP 5158 b,29870208,0.52,0.887919,2.708172771E+027,,
Kepler-661 b,520931.634048,0,0.0575639,5.340416529E+025,0.000130942980521,
Kepler-308 c,1329031.584,,0.121047,3.064786605E+025,9.20911468335138E-05,
WASP-46 b,123583.968,0,0.0244921,3.991674984E+027,0.000626041257236,82.63
Kepler-800 b,1220984.086464,0,0.108362,4.625688888E+025,0.000121385098731,
Kepler-157 b,149674.3488,,0.028229,1.4603167518E+025,5.62782416609848E-05,
Kepler-1268 b,3541570.43904,0,0.237227,2.849493012E+025,8.64988301982647E-05,
WASP-130 b,998004.672,0,0.101359,2.343603384E+027,0.000436944300753,88.66
Kepler-1034 b,1047514.414752,0,0.0970652,3.25152375E+025,9.65346060776214E-05,
Kepler-475 b,268315.907616,0,0.0396151,3.707876295E+025,0.000106092487867,
Kepler-1541 b,726357.195936,0,0.0769479,9.210764583E+024,4.9223091217797E-05,
GJ 849 b,162604800,0.04,2.35317,1.5776032482E+027,,
Kepler-587 b,945240.054624,0,0.093804,3.189645117E+025,9.51009238091418E-05,
WASP-84 b,736429.2336,0,0.0771322,1.318286397E+027,0.000450176232303,88.368
Kepler-52 d,3148862.7744,,0.215129,2.729514159E+025,8.31378010668592E-05,
Kepler-1190 b,903608.733024,0,0.0854126,1.5129088431E+025,5.68693966496878E-05,
Kepler-197 c,894213.648,,0.0929448,1.1472078309E+025,5.24407521223546E-05,
Kepler-599 b,1352646.131328,0,0.115101,4.593012261E+025,0.000120907204642,
Kepler-163 b,674864.9568,,0.0770446,6.591412998E+024,4.47665854650463E-05,
Kepler-121 c,3543092.1504,,0.23273,3.262327353E+025,9.67811994277998E-05,
Kepler-191 b,858784.2048,,0.0904732,1.5365457594E+025,5.71308047166406E-05,
Kepler-123 b,1488876.4224,,0.130568,4.907493942E+025,0.000125346362839,
Kepler-1123 b,374929.736256,0,0.0508228,2.349565302E+025,7.12062193344831E-05,
Kepler-320 b,723302.2656,,0.0806883,8.812018596E+024,4.86037404778139E-05,
HAT-P-1 b,385801.34976,0,0.0553326,1.0108090203E+027,0.000593544459151,86.11
Kepler-186 f,11227325.76,0.01,0.392576,7.999374996E+024,4.72823633203652E-05,
Kepler-1025 b,3224702.81952,0,0.22494,2.78045628E+025,8.4587253840292E-05,
Kepler-201 b,2218067.9712,,0.170313,3.645560961E+025,0.000104881982139,
HD 3167 c,2578642.56,0,0.179488,5.871767724E+025,,89.3
OGLE2-TR-L9 b,214750.0944,0,0.0413279,8.685451254E+027,0.000769409484084,79.8
